0.000000000000000000e+00,4.842696629213483561e+01,2.044943820224720099e+01,8.112359550561799892e+01,1.000000000000000000e+02,8.280898876404496889e+01,5.921348314606738228e+01,4.910112359550561933e+01,1.000000000000000000e+01,2.685393258426965346e+01,4.707865168539322553e+01
2.173913043478258089e+01,0.000000000000000000e+00,1.000000000000000000e+01,5.989130434782607182e+01,5.304347826086942774e+01,5.793478260869564167e+01,1.000000000000000000e+02,5.500000000000000000e+01,4.913043478260870955e+01,1.097826086956521507e+01,4.032608695652177744e+01
3.318181818181816567e+01,6.545454545454545325e+01,0.000000000000000000e+00,7.090909090909090651e+01,1.000000000000000000e+02,8.681818181818182723e+01,7.954545454545456096e+01,4.181818181818177038e+01,3.000000000000000355e+01,2.545454545454540352e+01,1.000000000000000000e+01
1.000000000000000000e+02,7.428571428571426338e+01,5.699507389162560145e+01,0.000000000000000000e+00,3.261083743842361571e+01,1.000000000000000000e+01,2.862068965517239505e+01,1.753694581280791098e+01,7.251231527093594309e+01,6.541871921182267613e+01,5.389162561576348764e+01
9.859375000000000000e+01,5.605468749999994316e+01,6.730468750000000000e+01,2.546874999999994316e+01,0.000000000000000000e+00,1.000000000000000000e+01,4.199218749999999289e+01,4.374999999999997868e+01,1.000000000000000000e+02,6.976562499999994316e+01,5.324218749999999289e+01
1.000000000000000000e+02,7.187500000000000000e+01,7.100961538461537259e+01,1.000000000000000000e+01,1.302884615384620481e+01,0.000000000000000000e+00,3.682692307692308020e+01,3.206730769230765787e+01,8.961538461538459899e+01,7.403846153846157563e+01,5.456730769230769340e+01
7.139072847682112410e+01,1.000000000000000000e+02,6.364238410596031770e+01,1.417218543046356594e+01,4.754966887417220534e+01,2.609271523178810881e+01,0.000000000000000000e+00,1.000000000000000000e+01,6.304635761589408816e+01,3.622516556291398615e+01,5.291390728476821437e+01
7.658536585365851579e+01,1.000000000000000000e+02,2.829268292682921881e+01,1.000000000000000000e+01,7.292682926829266421e+01,3.487804878048773816e+01,2.317073170731703868e+01,0.000000000000000000e+00,6.707317073170733579e+01,4.512195121951218368e+01,2.756097560975604210e+01
1.000000000000000000e+01,5.715867158671589010e+01,1.797047970479706791e+01,5.948339483394835980e+01,1.000000000000000000e+02,7.376383763837638696e+01,5.383763837638380068e+01,4.420664206642068450e+01,0.000000000000000000e+00,3.856088560885608274e+01,3.789667896678970749e+01
2.894736842105263719e+01,5.684210526315796130e+01,1.000000000000000000e+01,7.263157894736852427e+01,1.000000000000000000e+02,8.473684210526329252e+01,4.842105263157904460e+01,4.105263157894741255e+01,4.789473684210529569e+01,0.000000000000000000e+00,2.315789473684213107e+01
8.405063291139231296e+01,9.715189873417723732e+01,1.000000000000000000e+01,8.234177215189865251e+01,1.000000000000000000e+02,8.462025316455694224e+01,8.689873417721517512e+01,4.930379746835436805e+01,6.924050632911395553e+01,4.360759493670882847e+01,0.000000000000000000e+00
